nmr	path	path.name	path.class	rval	Pval	fdr	fwer
DHA_FA_ratio	PWY0-1586	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Cell Structures Biosynthesis	-0.14073728	1.02E-05	0.00154661	0.26
FAw6_FA_ratio	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	0.140726351	1.02E-05	0.00154334	0.26
FAw6_FA_ratio	P241-PWY	P241-PWY: coenzyme B biosynthesis	Cofactor-Biosynthesis	0.14080169	1.01E-05	0.001556503	0.26
Pyr	CITRULBIO-PWY	CITRULBIO-PWY: L-citrulline biosynthesis	Amino Acids Biosynthesis	-0.140948214	9.88E-06	0.001515152	0.26
M_VLDL_CE	PWY-6562	PWY-6562: norspermidine biosynthesis	Polyamine-Biosynthesis	-0.140605291	1.04E-05	0.001638655	0.27
S_VLDL_TG	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	-0.140547013	1.05E-05	0.001677149	0.27
S_HDL_L	PWY-7237	"PWY-7237: myo-, chiro- and scillo-inositol degradation"	Sugar Derivatives Degradation	0.140396294	1.07E-05	0.001683992	0.27
S_HDL_L	P164-PWY	P164-PWY: purine nucleobases degradation I (anaerobic)	Fermentation	0.140469441	1.06E-05	0.001694561	0.27
S_HDL_PL	PWY66-399	PWY66-399: gluconeogenesis III	Carbohydrates Biosynthesis	-0.140666879	1.03E-05	0.0016	0.27
S_LDL_TG_percent	PWY-1622	PWY-1622: formaldehyde assimilation I (serine pathway)	C1 Compounds Utilization and Assimilation	-0.14232336	1.07E-05	0.001691023	0.27
L_HDL_FC_percent	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	0.140411201	1.07E-05	0.0016875	0.27
L_HDL_FC_percent	PWY-5306	PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	other	0.145019329	1.10E-05	0.001707819	0.27
VLDL_D	PWY-5100	PWY-5100: pyruvate fermentation to acetate and lactate II	Fermentation	-0.140304226	1.09E-05	0.001697723	0.27
FAw3_FA_ratio	PWY-5675	PWY-5675: nitrate reduction V (assimilatory)	Inorganic Nutrients Metabolism	0.140291514	1.09E-05	0.001694215	0.27
PUFA_FA_ratio	PWY-7090	"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"	Cell Structures Biosynthesis	0.140374619	1.10E-05	0.001690722	0.27
Gp	GALACTUROCAT-PWY	GALACTUROCAT-PWY: D-galacturonate degradation I	Sugar Derivatives Degradation	-0.140328484	1.08E-05	0.001701245	0.27
M_VLDL_L	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	-0.139847889	1.18E-05	0.00179798	0.28
S_LDL_C	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.139148086	1.28E-05	0.001909449	0.28
S_HDL_P	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	-0.139864412	1.16E-05	0.001808943	0.28
S_HDL_P	PWY-5173	PWY-5173: superpathway of acetyl-CoA biosynthesis	Acetyl-CoA-Biosynthesis	-0.139137503	1.29E-05	0.001898239	0.28
S_HDL_P	CRNFORCAT-PWY	CRNFORCAT-PWY: creatinine degradation I	AMINE-DEG	0.13930681	1.25E-05	0.00180198	0.28
S_HDL_P	P164-PWY	P164-PWY: purine nucleobases degradation I (anaerobic)	Fermentation	0.139356416	1.24E-05	0.001805556	0.28
S_HDL_FC	P164-PWY	P164-PWY: purine nucleobases degradation I (anaerobic)	Fermentation	0.139265836	1.26E-05	0.001818182	0.28
XL_VLDL_C_percent	TRNA-CHARGING-PWY	TRNA-CHARGING-PWY: tRNA charging	Aminoacyl-tRNAs-Charging	0.139860192	1.16E-05	0.001805274	0.28
S_VLDL_C_percent	PWY-5083	PWY-5083: NAD/NADH phosphorylation and dephosphorylation	NAD-Metabolism	0.139639252	1.20E-05	0.001790744	0.28
S_VLDL_C_percent	PWY-7245	PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	NAD-Metabolism	0.139962817	1.14E-05	0.001799591	0.28
S_VLDL_TG_percent	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	-0.140117602	1.11E-05	0.00174538	0.28
IDL_C_percent	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	0.139089385	1.29E-05	0.001945525	0.28
IDL_C_percent	PWY-6703	PWY-6703: preQ0 biosynthesis	Secondary Metabolites Biosynthesis	0.139143763	1.28E-05	0.001905697	0.28
IDL_FC_percent	NONOXIPENT-PWY	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	Pentose-Phosphate-Cycle	-0.1395615	1.21E-05	0.001787149	0.28
IDL_FC_percent	PWY-621	PWY-621: sucrose degradation III (sucrose invertase)	Carbohydrates Degradation	-0.139454257	1.23E-05	0.0018	0.28
L_LDL_C_percent	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	0.13904972	1.30E-05	0.001941748	0.28
M_LDL_C_percent	P261-PWY	P261-PWY: coenzyme M biosynthesis I	Cofactor-Biosynthesis	0.146277269	1.15E-05	0.001792261	0.28
S_LDL_C_percent	PWY-7224	PWY-7224: purine deoxyribonucleosides salvage	Nucleosides and Nucleotides Biosynthesis	0.14051365	1.23E-05	0.001796407	0.28
S_LDL_TG_percent	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	-0.140039222	1.13E-05	0.001762295	0.28
L_HDL_FC_percent	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	0.139542853	1.24E-05	0.001789264	0.28
L_HDL_FC_percent	PWY-241	"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	Photosynthesis	0.139405946	1.24E-05	0.001792829	0.28
TG_PG_ratio	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	-0.139914519	1.15E-05	0.001795918	0.28
TG_PG_ratio	TRNA-CHARGING-PWY	TRNA-CHARGING-PWY: tRNA charging	Aminoacyl-tRNAs-Charging	-0.139129191	1.29E-05	0.001894531	0.28
UnsatDeg	PWY-2201	PWY-2201: folate transformations I	Vitamin-Biosynthesis	0.139521707	1.22E-05	0.001783567	0.28
UnsatDeg	PWY-5100	PWY-5100: pyruvate fermentation to acetate and lactate II	Fermentation	0.139143353	1.28E-05	0.001901961	0.28
MUFA	PWY-6565	PWY-6565: superpathway of polyamine biosynthesis III	Polyamine-Biosynthesis	-0.139120082	1.29E-05	0.001910331	0.28
LA_FA_ratio	PWY-2201	PWY-2201: folate transformations I	Vitamin-Biosynthesis	0.139657134	1.19E-05	0.001794355	0.28
LA_FA_ratio	PWY66-399	PWY66-399: gluconeogenesis III	Carbohydrates Biosynthesis	0.139031414	1.30E-05	0.001937984	0.28
Ace	PWY-5055	PWY-5055: nicotinate degradation III	Aromatic Compounds Degradation	0.140240423	1.18E-05	0.001801619	0.28
Ace	PWY-3481	PWY-3481: superpathway of L-phenylalanine and L-tyrosine biosynthesis	Amino Acids Biosynthesis	0.139195358	1.27E-05	0.00183432	0.28
IDL_FC	TRNA-CHARGING-PWY	TRNA-CHARGING-PWY: tRNA charging	Aminoacyl-tRNAs-Charging	0.138716739	1.37E-05	0.002034221	0.29
L_LDL_C	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.138946132	1.32E-05	0.002007722	0.29
L_LDL_FC	P241-PWY	P241-PWY: coenzyme B biosynthesis	Cofactor-Biosynthesis	0.138783497	1.35E-05	0.002041985	0.29
XL_HDL_CE	PWY-5743	PWY-5743: 3-hydroxypropanoate cycle	C1 Compounds Utilization and Assimilation	0.138883456	1.39E-05	0.002079395	0.29
S_HDL_P	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	-0.138489423	1.41E-05	0.002074766	0.29
S_VLDL_C_percent	PWY-6595	PWY-6595: superpathway of guanosine nucleotides degradation (plants)	Nucleosides and Nucleotides Degradation	-0.138383347	1.43E-05	0.002070896	0.29
S_VLDL_FC_percent	PWY-7219	PWY-7219: adenosine ribonucleotides de novo biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.138761432	1.36E-05	0.002038095	0.29
S_VLDL_TG_percent	PWY-5743	PWY-5743: 3-hydroxypropanoate cycle	C1 Compounds Utilization and Assimilation	-0.138946793	1.38E-05	0.002049336	0.29
XS_VLDL_C_percent	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	0.138537272	1.40E-05	0.002082552	0.29
XS_VLDL_TG_percent	PWY-241	"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	Photosynthesis	-0.138971622	1.32E-05	0.002011605	0.29
L_LDL_CE_percent	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.138540056	1.40E-05	0.002086466	0.29
M_LDL_PL_percent	PWY-7383	"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	Fermentation	-0.138493259	1.41E-05	0.002078652	0.29
S_LDL_C_percent	PWY-1622	PWY-1622: formaldehyde assimilation I (serine pathway)	C1 Compounds Utilization and Assimilation	0.140705489	1.34E-05	0.002015355	0.29
S_LDL_TG_percent	TRNA-CHARGING-PWY	TRNA-CHARGING-PWY: tRNA charging	Aminoacyl-tRNAs-Charging	-0.138908943	1.33E-05	0.002003854	0.29
S_HDL_TG_percent	PWY-3481	PWY-3481: superpathway of L-phenylalanine and L-tyrosine biosynthesis	Amino Acids Biosynthesis	-0.138896526	1.33E-05	0.002	0.29
TG_PG_ratio	VALDEG-PWY	VALDEG-PWY: L-valine degradation I	Amino Acids Degradation	-0.138803252	1.35E-05	0.002045889	0.29
UnsatDeg	PWY-7200	PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	Nucleosides and Nucleotides Biosynthesis	0.138381705	1.43E-05	0.002067039	0.29
LA_FA_ratio	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	0.138827446	1.34E-05	0.002030651	0.29
FAw6_FA_ratio	PWY0-1586	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Cell Structures Biosynthesis	-0.138652931	1.38E-05	0.002045455	0.29
FAw6_FA_ratio	LACTOSECAT-PWY	LACTOSECAT-PWY: lactose and galactose degradation I	Carbohydrates Degradation	-0.138566226	1.40E-05	0.002090395	0.29
Gp	GOLPDLCAT-PWY	"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol"	Alcohol-Degradation	0.138587161	1.39E-05	0.002075472	0.29
S_VLDL_TG_percent	PWY-7383	"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	Fermentation	-0.138303479	1.45E-05	0.00207024	0.3
IDL_TG_percent	PWY-6165	PWY-6165: chorismate biosynthesis II (archaea)	Aromatic Compounds Biosynthesis	-0.13891897	1.44E-05	0.002077922	0.3
S_LDL_TG_percent	PWY-181	PWY-181: photorespiration	Photosynthesis	-0.138334408	1.44E-05	0.002074074	0.3
VLDL_TG	PWY490-3	PWY490-3: nitrate reduction VI (assimilatory)	Inorganic Nutrients Metabolism	-0.138368184	1.44E-05	0.002081784	0.3
L_HDL_FC_percent	PWY66-399	PWY66-399: gluconeogenesis III	Carbohydrates Biosynthesis	0.13820628	1.47E-05	0.002081031	0.31
FAw6_FA_ratio	FERMENTATION-PWY	FERMENTATION-PWY: mixed acid fermentation	Fermentation	-0.138248613	1.46E-05	0.002084871	0.31
M_VLDL_TG_percent	TRNA-CHARGING-PWY	TRNA-CHARGING-PWY: tRNA charging	Aminoacyl-tRNAs-Charging	-0.138067043	1.50E-05	0.002165138	0.33
S_LDL_CE_percent	PWY-7383	"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	Fermentation	0.138158995	1.48E-05	0.002150735	0.33
M_VLDL_TG_percent	P241-PWY	P241-PWY: coenzyme B biosynthesis	Cofactor-Biosynthesis	-0.137942558	1.53E-05	0.002212066	0.34
S_VLDL_C_percent	PWY-3841	PWY-3841: folate transformations II	Vitamin-Biosynthesis	0.137932026	1.53E-05	0.002208029	0.34
IDL_C_percent	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	0.137909333	1.53E-05	0.002222222	0.34
IDL_TG_percent	PWY-6703	PWY-6703: preQ0 biosynthesis	Secondary Metabolites Biosynthesis	-0.137999374	1.51E-05	0.002197802	0.34
UnsatDeg	PWY66-399	PWY66-399: gluconeogenesis III	Carbohydrates Biosynthesis	0.137781474	1.56E-05	0.002254545	0.34
S_VLDL_PL	PWY-6565	PWY-6565: superpathway of polyamine biosynthesis III	Polyamine-Biosynthesis	-0.137464195	1.63E-05	0.00234767	0.35
S_VLDL_FC	PWY-6565	PWY-6565: superpathway of polyamine biosynthesis III	Polyamine-Biosynthesis	-0.137430034	1.64E-05	0.002339286	0.35
S_HDL_P	PWY-7237	"PWY-7237: myo-, chiro- and scillo-inositol degradation"	Sugar Derivatives Degradation	0.13772657	1.57E-05	0.002310469	0.35
S_HDL_FC	PWY-1622	PWY-1622: formaldehyde assimilation I (serine pathway)	C1 Compounds Utilization and Assimilation	-0.13892453	1.73E-05	0.002420495	0.35
S_HDL_FC	CODH-PWY	CODH-PWY: reductive acetyl coenzyme A pathway	C1 Compounds Utilization and Assimilation	0.137722965	1.57E-05	0.002306306	0.35
S_HDL_FC	PWY-6527	PWY-6527: stachyose degradation	Carbohydrates Degradation	0.137373153	1.66E-05	0.002352941	0.35
S_HDL_FC	PWY-6282	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Fatty Acid and Lipid Biosynthesis	0.137727019	1.57E-05	0.002314647	0.35
S_VLDL_CE_percent	PWY-7200	PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	Nucleosides and Nucleotides Biosynthesis	0.137761014	1.57E-05	0.002286751	0.35
XS_VLDL_TG_percent	COA-PWY	COA-PWY: coenzyme A biosynthesis I	Cofactor-Biosynthesis	0.137514674	1.62E-05	0.002351885	0.35
XS_VLDL_TG_percent	PWY-7224	PWY-7224: purine deoxyribonucleosides salvage	Nucleosides and Nucleotides Biosynthesis	-0.138493865	1.64E-05	0.00234347	0.35
M_LDL_PL_percent	TRNA-CHARGING-PWY	TRNA-CHARGING-PWY: tRNA charging	Aminoacyl-tRNAs-Charging	-0.137587602	1.61E-05	0.002338129	0.35
S_LDL_C_percent	PWY-6165	PWY-6165: chorismate biosynthesis II (archaea)	Aromatic Compounds Biosynthesis	0.137862235	1.67E-05	0.002380107	0.35
S_LDL_CE_percent	P241-PWY	P241-PWY: coenzyme B biosynthesis	Cofactor-Biosynthesis	0.137310334	1.67E-05	0.002384342	0.35
M_HDL_TG_percent	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	-0.137290386	1.68E-05	0.002393617	0.35
LDL_C	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.13725711	1.68E-05	0.002389381	0.35
ApoB_ApoA1_ratio	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.137740835	1.57E-05	0.002300725	0.35
IDL_FC_percent	PWY-5055	PWY-5055: nicotinate degradation III	Aromatic Compounds Degradation	0.137488582	1.75E-05	0.002442882	0.36
IDL_FC_percent	PWY-5743	PWY-5743: 3-hydroxypropanoate cycle	C1 Compounds Utilization and Assimilation	0.137321057	1.74E-05	0.002433862	0.36
PUFA_FA_ratio	PWY-5913	PWY-5913: TCA cycle VI (obligate autotrophs)	TCA cycle	-0.137033219	1.74E-05	0.002429577	0.36
L_HDL_FC_percent	PWY-5532	PWY-5532: adenosine nucleotides degradation IV	Nucleosides and Nucleotides Degradation	0.137866392	1.76E-05	0.002473684	0.37
S_VLDL_FC	PWY-6562	PWY-6562: norspermidine biosynthesis	Polyamine-Biosynthesis	-0.136618382	1.84E-05	0.002491409	0.38
XL_HDL_C	PWY-5743	PWY-5743: 3-hydroxypropanoate cycle	C1 Compounds Utilization and Assimilation	0.1369091	1.84E-05	0.002495697	0.38
XL_HDL_CE	PWY-6168	PWY-6168: flavin biosynthesis III (fungi)	Vitamin-Biosynthesis	0.136928888	1.76E-05	0.002504378	0.38
S_HDL_FC	PWY-724	"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	Amino Acids Biosynthesis	0.136927413	1.76E-05	0.0025	0.38
S_VLDL_C_percent	PWY-7268	PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	NAD-Metabolism	0.136796411	1.80E-05	0.002504348	0.38
S_VLDL_CE_percent	PWY-7197	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Nucleosides and Nucleotides Biosynthesis	0.136561489	1.86E-05	0.002555746	0.38
L_LDL_C_percent	P261-PWY	P261-PWY: coenzyme M biosynthesis I	Cofactor-Biosynthesis	0.142872184	1.84E-05	0.0025	0.38
L_LDL_TG_percent	PWY66-399	PWY66-399: gluconeogenesis III	Carbohydrates Biosynthesis	-0.136773577	1.80E-05	0.0025	0.38
S_LDL_TG_percent	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	-0.136820592	1.79E-05	0.002513089	0.38
L_HDL_PL_percent	PWY-5306	PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	other	-0.14135746	1.83E-05	0.002508651	0.38
HDL_D	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	0.1366753	1.83E-05	0.002504318	0.38
UnsatDeg	VALDEG-PWY	VALDEG-PWY: L-valine degradation I	Amino Acids Degradation	0.136815936	1.79E-05	0.002508711	0.38
UnsatDeg	PWY-7197	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Nucleosides and Nucleotides Biosynthesis	0.136718993	1.82E-05	0.002512998	0.38
L_VLDL_C	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	-0.136540507	1.90E-05	0.002597623	0.39
XS_VLDL_C	P241-PWY	P241-PWY: coenzyme B biosynthesis	Cofactor-Biosynthesis	0.136183532	1.96E-05	0.002668919	0.39
XS_VLDL_CE	PWY-6703	PWY-6703: preQ0 biosynthesis	Secondary Metabolites Biosynthesis	0.136531111	1.87E-05	0.002568493	0.39
IDL_C	P241-PWY	P241-PWY: coenzyme B biosynthesis	Cofactor-Biosynthesis	0.136241669	1.94E-05	0.002677966	0.39
S_HDL_FC	COBALSYN-PWY	COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	Vitamin-Biosynthesis	0.13650566	1.87E-05	0.002555366	0.39
S_VLDL_C_percent	PWY-6590	PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	Fermentation	0.136235191	1.95E-05	0.002673435	0.39
L_LDL_C_percent	PWY-6165	PWY-6165: chorismate biosynthesis II (archaea)	Aromatic Compounds Biosynthesis	0.136708204	1.97E-05	0.002659933	0.39
L_LDL_C_percent	TRNA-CHARGING-PWY	TRNA-CHARGING-PWY: tRNA charging	Aminoacyl-tRNAs-Charging	0.13652988	1.87E-05	0.002564103	0.39
S_LDL_CE_percent	PWY66-399	PWY66-399: gluconeogenesis III	Carbohydrates Biosynthesis	0.136510009	1.87E-05	0.002559727	0.39
L_HDL_FC_percent	HSERMETANA-PWY	HSERMETANA-PWY: L-methionine biosynthesis III	Amino Acids Biosynthesis	-0.136072799	1.99E-05	0.002747069	0.39
L_HDL_FC_percent	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	0.136475925	1.88E-05	0.002568027	0.39
VLDL_D	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	-0.136111527	1.98E-05	0.002718121	0.39
VLDL_D	PWY-5484	PWY-5484: glycolysis II (from fructose 6-phosphate)	Glycolysis	-0.136183224	1.96E-05	0.002664418	0.39
MUFA	PWY-6562	PWY-6562: norspermidine biosynthesis	Polyamine-Biosynthesis	-0.136120199	1.98E-05	0.002722689	0.39
IDL_P	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.135931317	2.03E-05	0.002766667	0.4
S_LDL_CE	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.135905468	2.04E-05	0.002757475	0.4
M_VLDL_C_percent	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	0.135944107	2.03E-05	0.00277592	0.4
M_VLDL_CE_percent	PWY-7385	"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	Fermentation	0.13593995	2.03E-05	0.002771285	0.4
S_VLDL_CE_percent	PWY-6595	PWY-6595: superpathway of guanosine nucleotides degradation (plants)	Nucleosides and Nucleotides Degradation	-0.13591559	2.04E-05	0.002762063	0.4
IDL_FC_percent	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	0.136038172	2.04E-05	0.002752902	0.4
UnsatDeg	PYRIDNUCSAL-PWY	PYRIDNUCSAL-PWY: NAD salvage pathway I	NAD-Metabolism	-0.135889715	2.04E-05	0.002748344	0.4
L_VLDL_TG	PWY490-3	PWY490-3: nitrate reduction VI (assimilatory)	Inorganic Nutrients Metabolism	-0.135822893	2.06E-05	0.002779605	0.41
S_VLDL_PL	PWY-6562	PWY-6562: norspermidine biosynthesis	Polyamine-Biosynthesis	-0.135814055	2.07E-05	0.002791461	0.41
IDL_FC_percent	PWY-6969	PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	TCA cycle	0.135838993	2.06E-05	0.00277686	0.41
IDL_FC_percent	PWY-1861	PWY-1861: formaldehyde assimilation II (RuMP Cycle)	C1 Compounds Utilization and Assimilation	0.135827935	2.06E-05	0.002784185	0.41
IDL_TG_percent	PWY-6263	PWY-6263: superpathway of menaquinol-8 biosynthesis II	Quinone-Biosynthesis	-0.135900348	2.06E-05	0.002788779	0.41
UnsatDeg	ARG+POLYAMINE-SYN	ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	Polyamine-Biosynthesis	0.135808949	2.07E-05	0.002786885	0.41
XL_HDL_L	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	0.135342555	2.21E-05	0.003009709	0.42
XL_HDL_CE	PWY-7388	"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	Fatty Acid and Lipid Biosynthesis	0.135638373	2.12E-05	0.002903752	0.42
XL_HDL_CE	PWY-5994	PWY-5994: palmitate biosynthesis I (animals and fungi)	Fatty Acid and Lipid Biosynthesis	0.135664773	2.11E-05	0.002892157	0.42
M_HDL_TG	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	-0.135444449	2.18E-05	0.002965964	0.42
S_HDL_L	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	-0.135463614	2.17E-05	0.002970779	0.42
S_HDL_FC	PWY-5484	PWY-5484: glycolysis II (from fructose 6-phosphate)	Glycolysis	-0.135175352	2.26E-05	0.003049759	0.42
M_VLDL_C_percent	PWY-6703	PWY-6703: preQ0 biosynthesis	Secondary Metabolites Biosynthesis	0.135242905	2.24E-05	0.003027375	0.42
S_VLDL_C_percent	CENTFERM-PWY	CENTFERM-PWY: pyruvate fermentation to butanoate	Fermentation	0.13515339	2.27E-05	0.003072	0.42
S_VLDL_CE_percent	PWY-7245	PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	NAD-Metabolism	0.135195531	2.25E-05	0.003054662	0.42
S_VLDL_CE_percent	PWY-3841	PWY-3841: folate transformations II	Vitamin-Biosynthesis	0.135326648	2.21E-05	0.003004847	0.42
XS_VLDL_TG_percent	PWY-5055	PWY-5055: nicotinate degradation III	Aromatic Compounds Degradation	-0.135617468	2.27E-05	0.003067093	0.42
IDL_TG_percent	PWY-7224	PWY-7224: purine deoxyribonucleosides salvage	Nucleosides and Nucleotides Biosynthesis	-0.136626886	2.13E-05	0.002899023	0.42
L_HDL_FC_percent	HOMOSER-METSYN-PWY	HOMOSER-METSYN-PWY: L-methionine biosynthesis I	Amino Acids Biosynthesis	-0.13566544	2.11E-05	0.00289689	0.42
L_HDL_FC_percent	P261-PWY	P261-PWY: coenzyme M biosynthesis I	Cofactor-Biosynthesis	0.141468425	2.22E-05	0.003	0.42
EstC	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.13516872	2.26E-05	0.003044872	0.42
Ace	PWY-5754	PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)	Aromatic Compounds Biosynthesis	0.135479957	2.17E-05	0.002943089	0.42
S_LDL_CE_percent	PWY-6703	PWY-6703: preQ0 biosynthesis	Secondary Metabolites Biosynthesis	0.135062515	2.30E-05	0.003094099	0.43
L_LDL_FC	P261-PWY	P261-PWY: coenzyme M biosynthesis I	Cofactor-Biosynthesis	0.141148875	2.32E-05	0.003132911	0.44
S_HDL_PL	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	-0.134925883	2.34E-05	0.00314376	0.44
M_VLDL_C_percent	PWY-7224	PWY-7224: purine deoxyribonucleosides salvage	Nucleosides and Nucleotides Biosynthesis	0.1360257	2.32E-05	0.003142857	0.44
M_VLDL_TG_percent	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	-0.134731048	2.41E-05	0.00321821	0.44
IDL_C_percent	PWY-6263	PWY-6263: superpathway of menaquinol-8 biosynthesis II	Quinone-Biosynthesis	0.135057455	2.32E-05	0.003131955	0.44
L_HDL_FC_percent	PWY3O-1109	PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)	Aromatic Compounds Biosynthesis	0.134910662	2.37E-05	0.003176101	0.44
ApoB_ApoA1_ratio	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.13488151	2.36E-05	0.003181102	0.44
ApoB_ApoA1_ratio	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.13488151	2.36E-05	0.003181102	0.44
UnsatDeg	POLYAMSYN-PWY	POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	Polyamine-Biosynthesis	0.134983353	2.32E-05	0.003137876	0.44
UnsatDeg	PWY-7383	"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	Fermentation	0.135018322	2.31E-05	0.003136943	0.44
XL_HDL_C	PWY-5994	PWY-5994: palmitate biosynthesis I (animals and fungi)	Fatty Acid and Lipid Biosynthesis	0.134718489	2.41E-05	0.00322884	0.45
